id,datetime,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipType,pressure,precipAccumulation,ozone,countRents_prev_year,countRents
2018012121,2018-01-21 21:00:00,Overcast,cloudy,0.0127,0.14,8.67,7.37,8.04,0.96,2.34,3.71,249,0.95,0,8.972,rain,1005.84,,,339,287
2018012122,2018-01-21 22:00:00,Overcast,cloudy,0,0,9.72,8.61,8.97,0.95,2.33,4.1,258,0.95,0,9.725,,1006.06,,,329,284
2018012123,2018-01-21 23:00:00,Overcast,cloudy,0,0,10.48,10.48,9.41,0.93,2.41,5.22,258,0.93,0,10.003,,1006.45,,,325,163
2018012200,2018-01-22 00:00:00,Overcast,cloudy,0,0,10.49,10.49,9.34,0.93,2.49,4.29,258,0.91,0,10.003,,1006.67,,,244,109
2018012201,2018-01-22 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.15,10.15,8.89,0.92,2.32,3.94,270,0.83,0,10.003,,1006.72,,,206,53
2018012202,2018-01-22 02:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10,10,8.61,0.91,1.92,3.47,267,0.83,0,10.003,,1006.83,,,143,33
2018012203,2018-01-22 03:00:00,Mostly Cloudy,partly-cloudy-night,0,0,9.53,9.22,8.09,0.91,1.4,2.21,265,0.85,0,10.003,,1006.95,,,97,28
2018012204,2018-01-22 04:00:00,Mostly Cloudy,partly-cloudy-night,0,0,9.08,8.53,7.63,0.91,1.57,2.25,267,0.75,0,10.003,,1007.35,,,62,36
2018012205,2018-01-22 05:00:00,Overcast,cloudy,0,0,8.53,8.53,7.1,0.91,1.24,1.7,259,0.98,0,10.003,,1007.42,,,52,115
2018012206,2018-01-22 06:00:00,Overcast,cloudy,0,0,8.42,8.42,6.85,0.9,0.78,0.98,267,0.91,0,9.999,,1007.72,,,76,658
2018012207,2018-01-22 07:00:00,Overcast,cloudy,0,0,8.2,8.2,6.58,0.9,0.85,0.94,267,0.92,0,10.003,,1008.01,,,122,1942
2018012208,2018-01-22 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.92,7.92,6.4,0.9,1.2,1.56,278,0.57,0,10.003,,1008.43,,,217,4109
2018012209,2018-01-22 09:00:00,Partly Cloudy,partly-cloudy-day,0,0,7.67,6.86,5.93,0.89,1.62,2.31,287,0.41,0,10.003,,1008.92,,,511,1959
2018012210,2018-01-22 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,8.07,7.14,6.06,0.87,1.79,2.73,298,0.51,0,10.003,,1010.28,,,896,910
2018012211,2018-01-22 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,8.9,7.77,6.13,0.83,2.16,2.99,292,0.63,1,10.003,,1011.48,,,1323,787
2018012212,2018-01-22 12:00:00,Overcast,cloudy,0,0,9.65,8.46,6.12,0.79,2.42,4.11,293,0.9,1,10.003,,1011.96,,,1635,1065
2018012213,2018-01-22 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,9.96,8.59,5.75,0.75,2.78,4.05,286,0.55,1,10.003,,1012.6,,,1692,1035
2018012214,2018-01-22 14:00:00,Mostly Cloudy,partly-cloudy-day,0,0,10.04,10.04,4.93,0.71,2.83,5,284,0.75,0,10.003,,1013.23,,,1797,993
2018012215,2018-01-22 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,9.76,8.19,4.35,0.69,3.07,4.99,284,0.68,0,10.003,,1014.5,,,1595,1042
2018012216,2018-01-22 16:00:00,Overcast,cloudy,0,0,9.52,8.14,4.4,0.7,2.67,4.72,286,0.88,0,10.003,,1015.78,,,1338,1525
2018012217,2018-01-22 17:00:00,Overcast,cloudy,0,0,9.25,8.2,3.92,0.69,2.15,3.44,290,0.89,0,10.003,,1016.95,,,975,3310
2018012218,2018-01-22 18:00:00,Overcast,cloudy,0,0,8.95,7.92,3.96,0.71,2.06,3.76,276,0.94,0,10.003,,1017.32,,,816,2862
2018012219,2018-01-22 19:00:00,Mostly Cloudy,partly-cloudy-night,0,0,8.65,8.2,3.94,0.72,1.42,2.35,255,0.82,0,10.003,,1017.68,,,526,1606
2018012220,2018-01-22 20:00:00,Mostly Cloudy,partly-cloudy-night,0,0,8.03,7.54,3.86,0.75,1.38,2.29,231,0.75,0,10.003,,1018.24,,,422,922
2018012221,2018-01-22 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,7.43,6.65,3.89,0.78,1.56,2.39,234,0.71,0,10.003,,1018.78,,,282,480
2018012222,2018-01-22 22:00:00,Overcast,cloudy,0,0,7.51,6.74,4.11,0.79,1.57,2.51,219,0.92,0,10.003,,1018.96,,,237,322
2018012223,2018-01-22 23:00:00,Overcast,cloudy,0,0,7.78,7.17,4.27,0.78,1.46,2.56,226,0.95,0,10.003,,1018.97,,,151,174
2018012300,2018-01-23 00:00:00,Overcast,cloudy,0,0,8.01,7.56,4.6,0.79,1.35,2.58,224,1,0,10.003,,1019.16,,,85,81
2018012301,2018-01-23 01:00:00,Overcast,cloudy,0,0,8.13,7.37,4.78,0.79,1.63,2.93,217,1,0,10.003,,1018.88,,,50,30
2018012302,2018-01-23 02:00:00,Overcast,cloudy,0,0,8.27,7.24,5,0.8,1.93,3.35,208,1,0,10.003,,1018.63,,,28,13
2018012303,2018-01-23 03:00:00,Overcast,cloudy,0,0,8.14,7.6,5.03,0.81,1.43,2.82,214,1,0,10.003,,1018.77,,,16,7
2018012304,2018-01-23 04:00:00,Overcast,cloudy,0,0,8.44,7.28,5.39,0.81,2.12,3.63,212,0.93,0,10.003,,1018.24,,,49,22
2018012305,2018-01-23 05:00:00,Overcast,cloudy,0,0,8.57,7.52,5.65,0.82,2.01,3.54,203,0.92,0,10.003,,1017.55,,,95,103
2018012306,2018-01-23 06:00:00,Mostly Cloudy,partly-cloudy-night,0,0,8.94,7.55,6.32,0.84,2.53,4.84,204,0.83,0,10.003,,1016.9,,,538,528
2018012307,2018-01-23 07:00:00,Overcast,cloudy,0,0,9.26,7.56,7.35,0.88,3.11,5.53,202,0.89,0,9.95,,1016.53,,,1759,1701
2018012308,2018-01-23 08:00:00,Mostly Cloudy,partly-cloudy-day,0.0129,0.17,9.2,7.23,7.68,0.9,3.56,5.78,199,0.87,0,10.003,rain,1016.19,,,3542,4082
2018012309,2018-01-23 09:00:00,Overcast,cloudy,0,0,9.42,7.39,8.12,0.92,3.81,6.53,202,0.95,0,8.381,,1016.07,,,1915,2111
2018012310,2018-01-23 10:00:00,Overcast,cloudy,0.0425,0.22,9.89,8.2,8.6,0.92,3.32,6.1,203,1,0,7.87,rain,1015.83,,,777,908
2018012311,2018-01-23 11:00:00,Overcast,cloudy,0,0,10.87,10.87,9.49,0.91,3.44,5.53,206,1,1,9.233,,1015.58,,,630,732
2018012312,2018-01-23 12:00:00,Overcast,cloudy,0,0,11.55,11.55,10.22,0.92,3.12,5.32,209,1,1,9.233,,1014.67,,,785,978
2018012313,2018-01-23 13:00:00,Overcast,cloudy,0,0,12.09,12.09,10.7,0.91,3.8,6.01,215,0.93,1,9.42,,1014.06,,,823,923
2018012314,2018-01-23 14:00:00,Overcast,cloudy,0,0,12.4,12.4,10.68,0.89,4,7.08,217,0.94,0,8.261,,1013.59,,,736,966
2018012315,2018-01-23 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,12.68,12.68,10.48,0.86,4.15,6.85,215,0.81,0,10.003,,1013.31,,,911,1023
2018012316,2018-01-23 16:00:00,Mostly Cloudy,partly-cloudy-day,0,0,12.49,12.49,10.42,0.87,3.6,5.92,221,0.82,0,10.003,,1013.42,,,1306,1610
2018012317,2018-01-23 17:00:00,Mostly Cloudy,partly-cloudy-night,0,0,12.21,12.21,10.6,0.9,4.01,7.12,211,0.82,0,9.143,,1013.03,,,2845,3160
2018012318,2018-01-23 18:00:00,Overcast,cloudy,0,0,12.41,12.41,10.57,0.89,3.53,6.49,216,0.91,0,10.003,,1013.47,,,2677,2812
2018012319,2018-01-23 19:00:00,Overcast,cloudy,0,0,12.27,12.27,10.63,0.9,3.62,6.7,236,0.93,0,10.003,,1014.18,,,1504,1527
2018012320,2018-01-23 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0054,0.01,12.03,12.03,10.2,0.89,2.67,4.99,233,0.76,0,10.003,rain,1014.5,,,854,948
2018012321,2018-01-23 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,11.53,11.53,9.65,0.88,3.02,4.61,224,0.63,0,10.003,,1014.56,,,555,687
2018012322,2018-01-23 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,11.1,11.1,9.28,0.89,2.87,4.86,219,0.54,0,10.003,,1014.57,,,375,462
2018012323,2018-01-23 23:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.94,10.94,9.01,0.88,3.07,5.36,216,0.73,0,10.003,,1014.66,,,234,214
2018012400,2018-01-24 00:00:00,Mostly Cloudy,partly-cloudy-night,0,0,11,11,8.66,0.86,3.83,5.97,217,0.75,0,10.003,,1014.59,,,89,146
2018012401,2018-01-24 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.93,10.93,8.52,0.85,3.85,6.76,214,0.77,0,10.003,,1013.45,,,58,54
2018012402,2018-01-24 02:00:00,Mostly Cloudy,partly-cloudy-night,0,0,11.35,11.35,8.9,0.85,4.23,7,223,0.84,0,10.003,,1012.51,,,48,54
2018012403,2018-01-24 03:00:00,Overcast,cloudy,0,0,11.59,11.59,9.34,0.86,4.18,8.43,212,0.93,0,10.003,,1011.47,,,20,37
2018012404,2018-01-24 04:00:00,Overcast,cloudy,0.0078,0.08,11.85,11.85,9.96,0.88,4.95,9.64,210,0.93,0,10.003,rain,1010.28,,,40,27
2018012405,2018-01-24 05:00:00,Mostly Cloudy,partly-cloudy-night,0.0054,0.09,11.99,11.99,10.29,0.89,5.08,9.12,211,0.83,0,10.003,rain,1009.44,,,115,116
2018012406,2018-01-24 06:00:00,Mostly Cloudy,partly-cloudy-night,0.0344,0.14,12.43,12.43,10.58,0.88,6.03,10.8,212,0.81,0,10.003,rain,1008.58,,,639,632
2018012407,2018-01-24 07:00:00,Overcast,cloudy,0.0353,0.25,12.61,12.61,10.85,0.89,6.45,11.12,211,0.89,0,9.154,rain,1007.51,,,1998,1863
2018012408,2018-01-24 08:00:00,Overcast,cloudy,0.0497,0.35,12.71,12.71,10.96,0.89,6.84,12.06,211,0.89,0,9.49,rain,1006.47,,,4096,3588
2018012409,2018-01-24 09:00:00,Overcast,cloudy,0.0416,0.36,12.64,12.64,11,0.9,7.1,13.01,211,0.89,0,8.008,rain,1005.51,,,2095,1688
2018012410,2018-01-24 10:00:00,Possible Drizzle,rain,0.1162,0.42,12.75,12.75,10.79,0.88,7.14,12.31,216,0.89,0,10.003,rain,1004.93,,,898,751
2018012411,2018-01-24 11:00:00,Possible Drizzle,rain,0.0928,0.45,12.78,12.78,10.92,0.88,7.26,13.33,209,0.89,1,7.982,rain,1004.58,,,816,644
2018012412,2018-01-24 12:00:00,Possible Drizzle,rain,0.3219,0.55,12.07,12.07,10.14,0.88,6.18,11.92,232,0.9,1,5.556,rain,1004.45,,,1038,459
2018012413,2018-01-24 13:00:00,Light Rain,rain,0.9443,0.81,10.65,10.65,8.91,0.89,4.31,9.63,240,0.84,1,5.724,rain,1004.46,,,1029,239
2018012414,2018-01-24 14:00:00,Light Rain,rain,1.5433,0.85,8.83,6.52,7.57,0.92,4.09,7.16,259,0.81,1,4.847,rain,1004.75,,,961,262
2018012415,2018-01-24 15:00:00,Light Rain,rain,0.8554,0.78,8.21,6.28,6.64,0.9,3.12,4.39,266,0.86,0,8.644,rain,1005.19,,,1057,348
2018012416,2018-01-24 16:00:00,Light Rain,rain,0.6296,0.8,7.57,5.86,6.09,0.9,2.61,4.45,237,0.75,0,9.919,rain,1005.44,,,1527,745
2018012417,2018-01-24 17:00:00,Light Rain,rain,0.604,0.87,7.08,4.9,5.52,0.9,3.15,4.99,220,0.75,0,10.003,rain,1005.86,,,2960,2393
2018012418,2018-01-24 18:00:00,Drizzle,rain,0.2466,0.74,6.82,4.54,5.13,0.89,3.23,5.4,212,0.67,0,10.003,rain,1006.23,,,2918,2414
2018012419,2018-01-24 19:00:00,Possible Drizzle,rain,0.0379,0.41,6.77,4.54,5.07,0.89,3.14,5.19,222,0.46,0,10.003,rain,1006.44,,,1611,1398
2018012420,2018-01-24 20:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.92,5.02,5.19,0.89,2.7,4.79,215,0.53,0,10.003,,1007.11,,,996,844
2018012421,2018-01-24 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.9,4.88,5.3,0.9,2.87,4.54,219,0.58,0,10.003,,1007.24,,,686,596
2018012422,2018-01-24 22:00:00,Partly Cloudy,partly-cloudy-night,0.0061,0.07,6.94,5.29,5.36,0.9,2.38,4,213,0.44,0,10.003,rain,1007.43,,,440,449
2018012423,2018-01-24 23:00:00,Partly Cloudy,partly-cloudy-night,0.0062,0.03,7.14,5.16,5.55,0.9,2.87,4.1,217,0.44,0,10.003,rain,1007.59,,,230,252
2018012500,2018-01-25 00:00:00,Clear,clear-night,0,0,7.26,5.7,5.62,0.89,2.35,4.02,219,0.05,0,10.003,,1008.02,,,88,143
2018012501,2018-01-25 01:00:00,Clear,clear-night,0,0,7.19,5.54,5.38,0.88,2.44,3.44,214,0,0,10.003,,1008.19,,,57,90
2018012502,2018-01-25 02:00:00,Clear,clear-night,0,0,6.97,5.22,5.19,0.88,2.51,4,216,0,0,10.003,,1008.16,,,30,40
2018012503,2018-01-25 03:00:00,Clear,clear-night,0,0,6.86,5.23,4.98,0.88,2.35,3.9,221,0.08,0,10.003,,1008.12,,,19,23
2018012504,2018-01-25 04:00:00,Clear,clear-night,0,0,6.89,5.33,5.15,0.89,2.26,3.74,210,0,0,10.003,,1007.8,,,35,29
2018012505,2018-01-25 05:00:00,Partly Cloudy,partly-cloudy-night,0,0,6.89,5.29,5.14,0.89,2.32,3.93,210,0.25,0,10.003,,1008,,,113,134
2018012506,2018-01-25 06:00:00,Clear,clear-night,0.0089,0.06,6.75,4.91,5,0.89,2.58,3.89,213,0,0,10.003,rain,1007.87,,,617,658
2018012507,2018-01-25 07:00:00,Partly Cloudy,partly-cloudy-night,0.0096,0.13,6.38,4.84,4.52,0.88,2.14,3.51,210,0.14,0,10.003,rain,1007.85,,,1973,2037
2018012508,2018-01-25 08:00:00,Clear,clear-day,0,0,6.31,4.77,4.44,0.88,2.13,3.13,204,0.12,0,10.003,,1007.91,,,4045,4288
2018012509,2018-01-25 09:00:00,Partly Cloudy,partly-cloudy-day,0,0,6.57,4.83,4.37,0.86,2.41,3.88,199,0.17,0,10.003,,1008.1,,,2056,2160
2018012510,2018-01-25 10:00:00,Partly Cloudy,partly-cloudy-day,0,0,7.68,5.9,5.08,0.84,2.74,4.43,206,0.17,0,10.003,,1008.44,,,884,1032
2018012511,2018-01-25 11:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.01,7.29,5.55,0.79,3.04,4.9,214,0.19,1,10.003,,1008.5,,,803,937
2018012512,2018-01-25 12:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.68,7.88,5.09,0.73,3.43,5.36,229,0.33,1,10.003,,1008.01,,,936,1210
2018012513,2018-01-25 13:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.93,8.26,4.94,0.71,3.31,5.49,228,0.34,1,10.003,,1007.55,,,880,1202
2018012514,2018-01-25 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.99,8.49,4.38,0.68,3.02,5.34,226,0.44,1,10.003,,1007.02,,,895,1120
2018012515,2018-01-25 15:00:00,Partly Cloudy,partly-cloudy-day,0,0,9.42,7.75,4.22,0.7,3.12,5.18,210,0.17,0,10.003,,1006.98,,,997,1228
2018012516,2018-01-25 16:00:00,Partly Cloudy,partly-cloudy-day,0,0,8.75,7.02,4.41,0.74,2.99,4.33,209,0.17,0,10.003,,1007.09,,,1445,1697
2018012517,2018-01-25 17:00:00,Partly Cloudy,partly-cloudy-night,0,0,7.83,6.39,4.2,0.78,2.32,4.09,202,0.18,0,10.003,,1007.19,,,2822,2996
2018012518,2018-01-25 18:00:00,Partly Cloudy,partly-cloudy-night,0,0,7.07,5.54,4.31,0.83,2.26,3.61,200,0.27,0,10.003,,1007.79,,,2658,2751
2018012519,2018-01-25 19:00:00,Partly Cloudy,partly-cloudy-night,0,0,6.61,4.86,3.95,0.83,2.43,3.95,201,0.17,0,10.003,,1008.2,,,1398,1552
2018012520,2018-01-25 20:00:00,Partly Cloudy,partly-cloudy-night,0,0,6.24,4.53,3.67,0.84,2.3,3.95,204,0.13,0,10.003,,1008.3,,,896,946
2018012521,2018-01-25 21:00:00,Partly Cloudy,partly-cloudy-night,0,0,5.86,4.33,3.69,0.86,2.05,3.69,200,0.21,0,10.003,,1008.45,,,634,667
2018012522,2018-01-25 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,5.53,4.07,3.44,0.86,1.92,2.8,203,0.6,0,10.003,,1008.81,,,467,543
2018012523,2018-01-25 23:00:00,Partly Cloudy,partly-cloudy-night,0,0,5.39,4.08,3.34,0.87,1.76,2.16,199,0.4,0,10.003,,1009.47,,,260,359
2018012600,2018-01-26 00:00:00,Partly Cloudy,partly-cloudy-night,0,0,4.97,4.97,3.2,0.88,1.13,1.81,193,0.42,0,10.003,,1010.01,,,110,193
2018012601,2018-01-26 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.31,4.31,2.8,0.9,0.78,0.78,200,0.55,0,10.003,,1010.25,,,97,98
2018012602,2018-01-26 02:00:00,Clear,clear-night,0,0,3.75,3.75,2.39,0.91,0.45,0.6,217,0.12,0,10.003,,1010.45,,,42,75
2018012603,2018-01-26 03:00:00,Clear,clear-night,0,0,2.8,2.8,1.71,0.93,0.19,0.31,244,0.08,0,8.007,,1011.05,,,35,50
2018012604,2018-01-26 04:00:00,Partly Cloudy,partly-cloudy-night,0,0,2.63,2.63,1.5,0.92,0.44,0.46,261,0.17,0,9.257,,1011.49,,,24,55
2018012605,2018-01-26 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,2.7,2.7,1.7,0.93,0.33,0.37,250,0.58,0,8.571,,1012.54,,,120,99
2018012606,2018-01-26 06:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.06,3.06,2.1,0.93,0.61,0.61,285,0.77,0,8.36,,1013.31,,,667,586
2018012607,2018-01-26 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.3,3.3,2.34,0.93,0.43,0.43,304,0.81,0,8.971,,1014.48,,,1939,1744
2018012608,2018-01-26 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,3.73,3.73,2.8,0.94,0.65,0.67,318,0.84,0,8.136,,1015.64,,,3940,3761
2018012609,2018-01-26 09:00:00,Mostly Cloudy,partly-cloudy-day,0,0,4.14,4.14,3.1,0.93,0.86,1.15,332,0.71,0,7.346,,1016.77,,,2009,2082
2018012610,2018-01-26 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,4.72,4.72,3.64,0.93,1.03,1.75,344,0.82,0,7.222,,1018.16,,,886,1049
2018012611,2018-01-26 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,5.23,4.2,3.97,0.92,1.5,2.14,340,0.83,1,8.946,,1019.43,,,663,879
2018012612,2018-01-26 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,5.9,4.73,4.12,0.88,1.7,2.66,345,0.75,1,9.256,,1020.13,,,851,1215
2018012613,2018-01-26 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,6.73,6.04,4.37,0.85,1.4,2.76,11,0.75,1,9.999,,1020.29,,,802,1275
2018012614,2018-01-26 14:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.45,6.85,4.26,0.8,1.41,2.68,354,0.56,1,10.003,,1020.88,,,787,1158
2018012615,2018-01-26 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.47,6.86,3.68,0.77,1.42,2.28,339,0.59,0,10.003,,1021.64,,,864,1248
2018012616,2018-01-26 16:00:00,Mostly Cloudy,partly-cloudy-day,0,0,7.3,7.3,3.62,0.77,1.26,1.93,334,0.57,0,10.003,,1022.66,,,1302,1782
2018012617,2018-01-26 17:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.45,6.45,3.14,0.79,0.98,1.05,325,0.7,0,10.003,,1023.75,,,2632,2934
2018012618,2018-01-26 18:00:00,Mostly Cloudy,partly-cloudy-night,0,0,6.21,6.21,3.24,0.81,0.84,0.85,315,0.82,0,10.003,,1025.12,,,2443,2199
2018012619,2018-01-26 19:00:00,Overcast,cloudy,0,0,6.22,6.22,3.44,0.82,0.61,0.61,319,0.93,0,10.003,,1026.04,,,1342,1321
2018012620,2018-01-26 20:00:00,Overcast,cloudy,0,0,5.97,5.97,3.44,0.84,0.39,0.39,304,0.88,0,10.003,,1026.45,,,815,805
2018012621,2018-01-26 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,5.25,5.25,3.28,0.87,0.41,0.41,272,0.8,0,9.834,,1027.11,,,567,563
2018012622,2018-01-26 22:00:00,Overcast,cloudy,0,0,5.38,5.38,3.52,0.88,0.42,0.42,265,0.88,0,9.933,,1027.35,,,421,526
2018012623,2018-01-26 23:00:00,Overcast,cloudy,0,0,5.3,5.3,3.56,0.89,0.19,0.29,239,0.94,0,9.552,,1027.47,,,310,396
2018012700,2018-01-27 00:00:00,Mostly Cloudy,partly-cloudy-night,0,0,5.24,5.24,3.57,0.89,0.23,0.46,202,0.8,0,8.805,,1027.96,,,139,386
2018012701,2018-01-27 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,4.91,4.91,3.3,0.89,0.48,0.48,222,0.81,0,8.635,,1027.97,,,79,241
2018012702,2018-01-27 02:00:00,Overcast,cloudy,0,0,4.49,4.49,2.87,0.89,0.61,0.63,217,0.93,0,8.15,,1028.01,,,47,187
2018012703,2018-01-27 03:00:00,Mostly Cloudy,partly-cloudy-night,0,0,3.77,3.77,2.27,0.9,0.57,0.66,216,0.73,0,8.127,,1028.23,,,40,159
2018012704,2018-01-27 04:00:00,Partly Cloudy,partly-cloudy-night,0,0,3.16,3.16,1.86,0.91,0.67,1.04,199,0.45,0,9.494,,1028.06,,,36,86
2018012705,2018-01-27 05:00:00,Partly Cloudy,partly-cloudy-night,0,0,2.98,2.98,1.64,0.91,0.91,1.41,199,0.17,0,9.575,,1028.01,,,107,55
2018012706,2018-01-27 06:00:00,Clear,clear-night,0,0,2.99,2.99,1.46,0.9,1.28,2.19,195,0,0,9.873,,1027.97,,,481,112
2018012707,2018-01-27 07:00:00,Clear,clear-night,0,0,3.03,1.15,1.32,0.89,1.93,3.13,190,0,0,9.914,,1027.77,,,1559,210
2018012708,2018-01-27 08:00:00,Clear,clear-day,0,0,3.63,1.64,1.72,0.87,2.12,3.85,196,0,0,9.915,,1027.78,,,3489,523
2018012709,2018-01-27 09:00:00,Clear,clear-day,0,0,4.99,2.81,2.79,0.86,2.59,4.02,194,0,0,10.003,,1027.4,,,1890,823
2018012710,2018-01-27 10:00:00,Clear,clear-day,0.0053,0.08,6.83,4.48,3.93,0.82,3.35,5.49,205,0,0,10.003,rain,1026.93,,,869,1184
2018012711,2018-01-27 11:00:00,Partly Cloudy,partly-cloudy-day,0,0,8.22,5.87,5.16,0.81,3.9,6.18,204,0.38,1,10.003,,1026.33,,,901,1347
2018012712,2018-01-27 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,8.89,6.52,5.99,0.82,4.26,7.26,214,0.75,1,10.003,,1025.92,,,1043,1505
2018012713,2018-01-27 13:00:00,Overcast,cloudy,0,0,8.94,6.33,6.26,0.83,4.83,7.55,209,0.91,1,9.651,,1025.17,,,1073,1413
2018012714,2018-01-27 14:00:00,Overcast,cloudy,0.0212,0.27,8.73,6.31,6.74,0.87,4.28,7.6,212,0.89,1,8.346,rain,1024.73,,,1004,678
2018012715,2018-01-27 15:00:00,Possible Drizzle,rain,0.2148,0.66,8.67,6.19,7.17,0.9,4.4,7.24,211,0.92,0,8.615,rain,1024.18,,,1067,574
2018012716,2018-01-27 16:00:00,Drizzle,rain,0.2169,0.72,8.77,6.29,7.47,0.92,4.43,7.19,215,0.89,0,9.441,rain,1023.95,,,1411,861
2018012717,2018-01-27 17:00:00,Possible Drizzle,rain,0.0846,0.53,9.19,7.12,8,0.92,3.76,6.25,219,0.95,0,9.491,rain,1023.99,,,2575,856
2018012718,2018-01-27 18:00:00,Overcast,cloudy,0,0,9.61,7.95,8.49,0.93,3.18,5.22,220,0.89,0,7.73,,1024.19,,,2077,765
2018012719,2018-01-27 19:00:00,Overcast,cloudy,0,0,9.98,8.63,9.01,0.94,2.77,4.59,222,0.9,0,6.863,,1024.43,,,1199,589
2018012720,2018-01-27 20:00:00,Overcast,cloudy,0,0,10.42,10.42,9.48,0.94,2.97,4.37,234,0.89,0,7.928,,1024.88,,,729,562
2018012721,2018-01-27 21:00:00,Overcast,cloudy,0,0,10.86,10.86,9.87,0.94,3.02,4.73,240,0.95,0,9.834,,1025.2,,,519,373
2018012722,2018-01-27 22:00:00,Overcast,cloudy,0,0,10.95,10.95,9.87,0.93,2.41,4.31,249,1,0,9.908,,1025.85,,,475,379
2018012723,2018-01-27 23:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.94,10.94,9.64,0.92,2.78,4.99,245,0.78,0,10.003,,1026.03,,,402,398
2018012800,2018-01-28 00:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.9,10.9,9.34,0.9,3.26,5.34,248,0.87,0,10.003,,1026.76,,,277,386
2018012801,2018-01-28 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,10.45,10.45,8.84,0.9,2.49,4.81,258,0.75,0,10.003,,1027.48,,,235,287
2018012802,2018-01-28 02:00:00,Clear,clear-night,0,0,9.97,8.7,8.22,0.89,2.64,4.03,254,0.12,0,10.003,,1027.81,,,176,213
2018012803,2018-01-28 03:00:00,Clear,clear-night,0,0,9.73,8.61,8.1,0.9,2.35,4.05,250,0.08,0,10.003,,1028.21,,,138,139
2018012804,2018-01-28 04:00:00,Clear,clear-night,0,0,9.58,8.32,8.04,0.9,2.5,3.79,253,0.12,0,10.003,,1028.98,,,85,99
2018012805,2018-01-28 05:00:00,Partly Cloudy,partly-cloudy-night,0,0,9.4,8.14,7.87,0.9,2.47,3.95,246,0.13,0,10.003,,1029.51,,,51,69
2018012806,2018-01-28 06:00:00,Clear,clear-night,0,0,9.45,8.29,7.73,0.89,2.35,4.06,250,0.11,0,10.003,,1029.88,,,96,84
2018012807,2018-01-28 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,9.52,8.31,7.96,0.9,2.42,4.09,243,0.71,0,10.003,,1030.06,,,190,165
2018012808,2018-01-28 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,10.04,10.04,8.46,0.9,3.08,4.71,243,0.64,0,10.003,,1030.41,,,439,302
2018012809,2018-01-28 09:00:00,Overcast,cloudy,0,0,10.59,10.59,8.84,0.89,3.31,4.87,246,0.89,0,10.003,,1030.83,,,675,575
2018012810,2018-01-28 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,11.05,11.05,9.16,0.88,3.22,5.28,243,0.81,0,10.003,,1031.08,,,948,989
2018012811,2018-01-28 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,11.84,11.84,9.45,0.85,3.14,5.55,252,0.84,1,10.003,,1031.41,,,1327,1385
2018012812,2018-01-28 12:00:00,Overcast,cloudy,0,0,12.44,12.44,9.57,0.83,3.74,5.94,252,0.89,1,10.003,,1031.57,,,1763,1648
